ALAL,16.762997751811678,-15.96843383831425,50.22781666660942,6276,0.2765986807923372,0.583358433153648,0.1400428860540148
ALAR,-17.356065693407125,-15.925817012454704,49.62031047572724,2736,0.7135860256526888,0.028110117608901388,0.25830385673840983
CHL,25.60014813011719,-43.94531110583912,47.23516741345909,5950,0.12243098868174271,0.7224488556610795,0.15512015565717777
CHR,-25.36133089593166,-43.83890592630816,46.797507485939306,2304,0.06351304595936436,0.15971499020718175,0.7767719638334539
COL,0.00546152527601293,-15.211484417969046,71.8625266368016,8631,0.06213449419531192,0.3166726309880897,0.6211928748165985
ENL,15.578452832736476,17.4465286085871,36.50849469150818,2680,0.12807775077570024,0.7225028570704516,0.14941939215384817
ENR,-14.835699340008578,17.335307821482168,36.238041508937286,7897,0.05717858638396317,0.45547060571613124,0.48735080789990554
EXL,47.753098833735535,18.274343227694736,26.878712322312648,266,0.3162510435230331,0.1753264045503869,0.50842255192658
EXR,-46.849182949524334,18.173372479548537,26.274373540482184,1677,0.11270309665977507,0.6579136114297873,0.2293832919104376
GB,0.7516799900828492,44.89888826496651,49.060297202059246,964,0.016310223299985327,0.4286757323140652,0.5550140443859495
GN,0.9578727654746539,-82.51296510025382,56.78599652911945,3151,0.09604685355748858,0.8831969502461534,0.020756196196358004
LI,0.25689281950532095,-49.18904771062939,60.86237037323059,8804,0.7348736256935415,0.21601908518258214,0.04910728912387626
LIKONVEX,0.2450274275980492,-44.291056643607604,60.86338692725943,5555,0.046409876280855245,0.04858274082411208,0.9050073828950327
LS,-0.009511527025643778,-35.92455549094149,61.50643299395023,8627,0.01089108002088024,0.14966459620014314,0.8394443237789766
LSKONVEX,0.054306539376119844,-37.53654472510117,61.717811898674526,8627,0.008197502113308636,0.8113105159394948,0.1804919819471966
ME,0.8883240592091336,-88.4726412417397,49.11870806118686,8248,0.10542569758203502,0.39088562657018194,0.5036886758477831
N,0.5641443688148029,27.594164248889633,50.71789720245269,390,0.0019418965784530062,0.3845596008522354,0.6134985025693116
OL,32.43402754122293,3.2339697341357034,39.116513352571324,5231,0.10850935106218762,0.22763123676653632,0.6638594121712761
OR,-31.918230197600288,3.0289739665737954,38.43504340020427,2773,0.013371858093334521,0.38290271602105685,0.6037254258856086
PHL,5.711407124858571,-34.32225773630731,61.162798415872786,8036,0.08257165024371693,0.14382063143095522,0.7736077183253278
PHR,-5.8634012905361,-34.494671906278946,60.80182265349219,2292,0.14961231428632463,0.8325601118277157,0.017827573885959652
POG,0.7240258288861403,-71.22122985201963,59.46505830397341,8497,0.10045944636673643,0.34918822802827726,0.5503523256049864
PRN,0.07308300359628334,-7.922180067872011,75.88254455843047,8644,0.08203052065195712,0.7903569743089055,0.12761250503913737
SM,0.6731913551463088,-58.055240325358476,57.741901542741466,1423,0.11648128340732233,0.3379884377591515,0.5455302788335261
SN,-0.032120967508967355,-20.845049821494058,61.608629648507474,2260,-1.1102230246251565e-16,0.21020804564537426,0.7897919543546258
SSP,0.01502288598048201,-29.06036290171776,59.873884096985016,8946,0.06037897245610306,0.9342910155458515,0.0053300119980454605
ZYGL,63.217014722519686,0.8153610528175189,14.770601403992739,5958,0.5828624252334993,0.3669485912139592,0.05018898355254155
ZYGR,-63.987263051496065,-0.4802304674773077,12.50276318211679,7285,0.0504304036690838,0.7505750512593125,0.19899454507160375
